transaction_id,account_id,date_time,amount,currency,transaction_type,merchant_payee_name,category,narration_description,balance_after_transaction
ce8d95e4-e701-45d7-8e8d-8d8be9c8cc91,ACC5083,2023-07-13 09:39:36,45364.43,INR,credit,N/A,Income,ATM Withdrawal,47901.76
1b3e9b49-8737-42cc-9d41-a5da8c02ff76,ACC1122,2023-08-22 00:56:31,44039.61,INR,debit,Flipkart,Bills,Bill Payment,27549.0
21d950c0-05a5-40cb-8fc2-f139297ea2b4,ACC7367,2025-06-24 15:32:16,39513.32,INR,debit,BigBazaar,Groceries,IMPS Transfer,195718.07
3cc9cce5-f85b-4805-8d7b-2319106b48c4,ACC2458,2025-05-27 20:56:23,10190.92,INR,credit,N/A,Income,Refund,94798.75
60eb5d3a-c588-4bc2-b457-28775addc1ea,ACC1733,2024-05-19 09:45:23,6209.22,INR,credit,N/A,Income,ATM Withdrawal,83078.65
ce7340a4-6370-428f-b0a0-c9a5b2f4d6c6,ACC2340,2023-07-10 08:59:59,36889.07,INR,debit,Swiggy,Travel,IMPS Transfer,74731.72
c8dd89a7-0e4b-4880-8cb4-a9b1dff38156,ACC5814,2023-09-07 19:21:08,3182.47,INR,credit,N/A,Income,UPI Payment,161709.97
a750adf4-a0c1-478b-ada8-24ffae7a1f02,ACC6996,2025-08-04 14:20:13,17020.22,INR,debit,PhonePe,Investment,IMPS Transfer,18309.59
726854ef-bfc5-4bea-8bb9-7ef5e85c4b3f,ACC8381,2023-01-06 10:46:37,9975.71,INR,credit,N/A,Income,UPI Payment,83939.9
8cae834f-d943-4d79-8947-6e1757a40de1,ACC8935,2024-10-21 20:55:16,18176.62,INR,credit,N/A,Income,POS Purchase,19642.8
8fe41739-67aa-4c58-9810-0902aa06b561,ACC6804,2023-08-16 02:47:15,23128.07,INR,debit,Flipkart,Food,ATM Withdrawal,177123.25
390db220-2679-4899-b2eb-3ca5568c3310,ACC7894,2023-09-17 01:44:17,42853.99,INR,credit,N/A,Income,ATM Withdrawal,195605.87
31d02335-620d-47b4-be29-5ba171ab2d23,ACC8437,2023-03-25 22:04:08,10006.39,INR,credit,N/A,Income,UPI Payment,6028.69
717cce66-5c58-4aeb-bac5-7706452b6c52,ACC9077,2023-02-12 14:22:06,22082.8,INR,debit,PhonePe,Groceries,POS Purchase,185161.08
0bc2d2c7-f777-4b44-a6b5-d6a05c1ee900,ACC6797,2025-05-19 06:37:30,49074.32,INR,debit,Zomato,Travel,Salary Credit,52439.37
3d753b77-a418-41a9-b3e1-69626daf845b,ACC5148,2023-04-25 15:22:09,42978.41,INR,debit,Flipkart,Entertainment,Salary Credit,142059.58
c0834207-13a9-4b9e-8f4f-685d80f5c9b6,ACC9898,2023-12-02 11:44:51,33872.63,INR,credit,N/A,Income,UPI Payment,159846.67
0e75274e-aaa4-49fb-ac8a-f7a38f362dfb,ACC8695,2025-07-03 14:10:49,35527.25,INR,debit,Uber,Travel,ATM Withdrawal,73062.62
2bd812db-f98d-467b-b0dc-bfdea8f5eb7a,ACC5710,2023-10-19 00:25:36,37247.21,INR,debit,Uber,Entertainment,ATM Withdrawal,70532.11
96c87c92-576a-4f3e-a5ea-112bf5fa1a13,ACC1313,2025-03-06 15:30:14,49647.51,INR,debit,Zomato,Travel,Refund,10247.44
8ab2fa6e-6f74-4317-8fea-504b76ee5761,ACC5238,2023-12-07 12:16:12,34303.77,INR,debit,IRCTC,Groceries,NEFT Transfer,190355.96
13140927-6b69-4cb9-85a9-62a2faaf356d,ACC9462,2024-05-10 08:44:09,15160.09,INR,debit,Paytm,Groceries,NEFT Transfer,182510.6
22b7e284-0fd3-4e91-a491-d32e824b6b16,ACC6478,2025-01-30 11:31:53,22700.24,INR,credit,N/A,Income,NEFT Transfer,14808.26
7ff26bf9-9274-4bd5-b0a7-17e908b4c047,ACC7393,2024-01-24 19:05:14,41312.52,INR,debit,Flipkart,Bills,ATM Withdrawal,110637.96
cf67df47-fcf2-4e1d-b91a-82781e2a2d79,ACC4425,2023-01-01 14:45:45,10001.57,INR,debit,BigBazaar,Investment,NEFT Transfer,161788.8
d7a49d8d-ef00-4eb3-b793-c43da747f3e2,ACC5557,2023-10-31 10:27:40,35178.66,INR,credit,N/A,Income,POS Purchase,149016.63
dd0c06ab-e618-4178-a8bc-ec1950782eda,ACC3825,2023-05-31 04:48:46,33093.34,INR,debit,Swiggy,Shopping,Salary Credit,126591.46
42dcfead-f761-4f0f-a0bd-d10d982a6167,ACC7839,2023-05-02 16:25:07,15087.11,INR,debit,IRCTC,Entertainment,UPI Payment,186955.57
edf6be68-17a3-41ac-b055-65b472c73dc4,ACC9975,2025-06-15 17:16:28,34611.85,INR,credit,N/A,Income,Salary Credit,142407.74
bb2c5545-064c-4f51-b840-4893a74d5edd,ACC2084,2023-01-13 16:22:59,19327.73,INR,debit,Zomato,Entertainment,UPI Payment,149817.2
9ce889e3-3fb2-41ac-9a71-bbd766bac6ae,ACC4681,2025-06-22 20:58:03,1950.19,INR,credit,N/A,Income,Bill Payment,170424.27
5b90a063-facd-49e4-a6fc-b5fb12a40ff1,ACC2390,2024-03-14 17:46:04,41035.98,INR,credit,N/A,Income,ATM Withdrawal,48118.93
43512a16-e5bc-44bc-88be-0df22f7c1fa7,ACC6816,2023-05-16 13:05:31,5969.4,INR,credit,N/A,Income,POS Purchase,90760.83
aea9e007-0424-4bdb-b717-7446c8e5e72b,ACC3653,2024-06-02 13:13:31,24997.01,INR,debit,IRCTC,Bills,ATM Withdrawal,91014.17
d4983043-3b56-40e6-8e06-e442944f5ac5,ACC1629,2024-09-22 02:37:16,11138.79,INR,debit,IRCTC,Shopping,UPI Payment,103308.46
5724ae3f-aa46-442f-8c77-37e94ef96692,ACC5103,2023-08-08 23:23:38,30496.87,INR,debit,Uber,Entertainment,NEFT Transfer,112010.18
7c23ee68-e72f-4be6-905d-086b4a273359,ACC4914,2024-12-17 00:35:40,17378.42,INR,credit,N/A,Income,NEFT Transfer,6203.52
9e40ed1a-59e7-4dbe-8ffc-345b5147bcea,ACC8111,2024-08-14 13:12:44,24466.29,INR,credit,N/A,Income,ATM Withdrawal,3920.67
668f6fc3-2432-416d-862a-f09a0a4f4716,ACC9858,2023-10-23 07:37:26,46493.34,INR,debit,Zomato,Food,Bill Payment,192018.55
db65d62e-ee7d-440c-bb4d-ac2493834684,ACC4299,2024-10-25 06:25:47,31408.05,INR,debit,IRCTC,Entertainment,IMPS Transfer,137143.28
abe70831-44fd-4960-bed4-70f04182abaa,ACC9067,2023-04-26 12:04:12,15069.47,INR,debit,Zomato,Health,Refund,71527.38
9f049396-f324-424a-a05e-a9d116838c43,ACC3984,2024-12-19 10:57:19,26627.06,INR,debit,Uber,Food,POS Purchase,177307.49
0d7b84f9-1f94-445e-b622-e91ca51085ef,ACC1763,2023-07-06 14:09:06,15819.48,INR,debit,BigBazaar,Entertainment,Refund,17115.77
021e621c-19dc-4e29-bb0c-a27395125547,ACC7565,2024-07-12 14:50:57,3514.14,INR,credit,N/A,Income,Bill Payment,33411.59
13180d3b-feec-4aa1-b636-b9f90b6679ef,ACC1668,2023-11-24 03:54:00,29786.1,INR,credit,N/A,Income,IMPS Transfer,107051.63
81b10527-18af-4711-80ae-66c3397b7bb3,ACC6108,2023-08-13 22:40:45,32165.49,INR,credit,N/A,Income,POS Purchase,37832.74
bdbfc89a-fe6f-4e5a-9609-a8d2d0ab1df1,ACC9788,2025-01-22 19:42:58,13990.19,INR,credit,N/A,Income,Refund,157161.31
ce76880f-c928-41de-ad2e-4078d59cd181,ACC9458,2025-04-11 21:35:26,31857.16,INR,credit,N/A,Income,ATM Withdrawal,83261.78
e5a3b4df-fd58-4214-b2bc-2ad9f71a96de,ACC2371,2025-03-16 11:02:59,14090.18,INR,credit,N/A,Income,IMPS Transfer,7711.08
debf81aa-7a74-4d7e-8538-1065c4756aba,ACC1566,2024-09-03 22:21:48,37721.02,INR,debit,Uber,Bills,UPI Payment,88450.05
fb1b3383-90d8-40f2-8501-ef9f84f88b76,ACC2455,2023-06-13 08:14:24,9121.1,INR,debit,BigBazaar,Groceries,NEFT Transfer,154767.41
e54a0912-2f6d-49ec-a1ef-26f54826991f,ACC4547,2025-05-24 13:20:38,25659.81,INR,credit,N/A,Income,POS Purchase,7292.92
4c2f75fa-f787-4e8f-8053-d78165d8040b,ACC5551,2025-05-28 21:39:38,45141.5,INR,credit,N/A,Income,POS Purchase,15333.54
dd8e034f-fba0-480f-ae0d-b1118b99ba40,ACC8613,2024-02-22 09:14:46,17406.1,INR,credit,N/A,Income,Salary Credit,91069.72
56eb3a43-237d-4957-a54c-39263a3b35d5,ACC3012,2025-05-16 16:32:13,23717.26,INR,debit,Paytm,Health,Salary Credit,45034.55
e373b8e5-40a0-4d82-833c-44b99ece6c26,ACC5869,2024-04-15 19:44:52,37958.15,INR,debit,BigBazaar,Bills,UPI Payment,60775.01
d6f077e1-09a7-4b67-9cc6-d681dfe1435f,ACC8502,2023-02-08 16:52:33,12400.22,INR,debit,Paytm,Shopping,Refund,13364.29
2b380782-8e90-4eb8-80dd-e1fa848369df,ACC8665,2024-03-19 15:06:51,28126.23,INR,debit,BigBazaar,Bills,UPI Payment,47142.52
b9d5e147-c8a9-4b7d-978a-f5a03ec18b82,ACC3959,2023-09-28 19:31:52,31823.53,INR,credit,N/A,Income,NEFT Transfer,185322.26
d7c888ea-97d3-4780-af15-72a9906bced5,ACC8463,2023-06-04 13:19:07,43607.27,INR,debit,Paytm,Travel,NEFT Transfer,43138.55
b49e34f8-1cab-4748-8c1c-5896998bbeab,ACC5087,2025-02-26 08:59:33,8308.13,INR,credit,N/A,Income,Salary Credit,105642.85
cf409491-b045-494f-97c7-6fa96e5ee7af,ACC4237,2023-02-15 14:49:14,24958.47,INR,debit,Flipkart,Shopping,Refund,71750.18
823607f5-d9b9-47db-b0e9-8f071f34e97b,ACC3791,2024-01-31 04:40:26,48870.86,INR,debit,BigBazaar,Shopping,ATM Withdrawal,192122.61
0fd37894-f856-4763-9ea0-c7eb88ad0162,ACC5199,2024-06-12 15:57:29,43911.74,INR,debit,Paytm,Food,Salary Credit,171023.65
e74cfae9-8c59-40fb-99cc-ea4ecc5a73e2,ACC5684,2025-01-15 12:46:14,23755.97,INR,debit,Amazon,Health,NEFT Transfer,16861.97
6c7e74fa-b108-4613-a4ef-8bd600623941,ACC1798,2023-03-16 18:06:07,4335.83,INR,credit,N/A,Income,IMPS Transfer,44298.43
92e5bba9-32f6-4c9e-b572-11aa1d74028e,ACC3444,2023-07-07 05:20:00,38894.49,INR,credit,N/A,Income,ATM Withdrawal,54962.09
84ec1668-b72e-4c23-81e9-22770887b1ef,ACC3258,2024-03-14 03:18:11,327.16,INR,credit,N/A,Income,Salary Credit,1463.09
b67b90ca-35a0-44eb-bc66-70c6ec9ee628,ACC9754,2024-02-22 16:38:59,11117.99,INR,debit,IRCTC,Bills,IMPS Transfer,182500.52
2d6d693a-87c4-4522-afc8-1c22ce508535,ACC1812,2023-09-07 19:57:22,29700.82,INR,debit,Flipkart,Investment,POS Purchase,107210.36
4a9ac293-15ba-4cbe-bff9-c576f8dc61a6,ACC2488,2024-01-19 18:57:29,47767.53,INR,credit,N/A,Income,POS Purchase,90859.27
8d51a30a-1fcc-4a59-9f37-495283ff02bd,ACC1099,2023-07-14 17:03:15,8607.78,INR,credit,N/A,Income,Salary Credit,24905.18
91032a0d-9c99-415a-b342-85e71f4a1a1a,ACC1794,2023-12-13 09:56:30,29062.32,INR,debit,Zomato,Investment,Refund,46719.64
0fdf8aa9-7758-4d71-8a45-c5c3f1caf1e0,ACC1724,2024-08-27 22:17:46,28630.41,INR,debit,Uber,Bills,UPI Payment,193891.13
e2c10e7f-fb7f-43eb-b259-ee4d309d879a,ACC4379,2024-10-20 22:23:07,11701.2,INR,credit,N/A,Income,POS Purchase,126146.69
4cc2b4dd-f70d-42e6-abbc-9c294763aa13,ACC9475,2024-09-08 04:34:16,33259.79,INR,credit,N/A,Income,IMPS Transfer,54889.07
9c67f0f2-b0d4-4190-9306-afc57c442dbf,ACC4123,2023-03-15 16:04:34,16889.4,INR,debit,PhonePe,Bills,POS Purchase,80855.18
441276a5-9fbe-4c16-a5b4-6a8d25754d47,ACC9681,2024-10-31 11:42:06,17200.02,INR,debit,Paytm,Travel,NEFT Transfer,97484.07
1b0b2c97-600c-438d-a4ee-09d9e9c11a08,ACC5399,2023-11-30 11:43:15,31368.73,INR,debit,PhonePe,Travel,ATM Withdrawal,33033.28
6ea5b277-dcd5-4347-a9df-3a9db3e80d25,ACC9452,2024-11-20 12:14:39,27912.47,INR,debit,IRCTC,Shopping,ATM Withdrawal,83607.15
d71e23cf-76b6-4e38-9801-3200e1eb9e67,ACC1916,2025-06-28 00:52:09,46664.14,INR,debit,Amazon,Food,UPI Payment,15923.4
6df302cf-45aa-4ede-8d9f-694bc85d7166,ACC7875,2024-08-22 20:59:14,41926.54,INR,debit,Paytm,Entertainment,POS Purchase,50974.36
37c09816-77a9-4456-b819-0e7fe780179b,ACC8806,2023-05-15 03:55:54,19808.11,INR,credit,N/A,Income,IMPS Transfer,14497.46
d4ca9c3c-de83-4029-901f-4236a072288d,ACC7935,2024-05-01 08:14:39,35958.51,INR,debit,Swiggy,Bills,Bill Payment,162645.97
3dd716fd-9344-4721-922a-c51e42ef5ade,ACC9705,2024-05-31 23:44:44,49208.39,INR,credit,N/A,Income,Salary Credit,158795.78
9ad16a3d-4cfb-4f1f-b3f3-8ed080e3f849,ACC3758,2024-09-01 10:17:21,14156.85,INR,credit,N/A,Income,ATM Withdrawal,146030.58
51e1141c-8463-4f39-ad88-b1148e7a24be,ACC8830,2023-03-06 02:48:45,9890.64,INR,debit,Ola,Groceries,Refund,196309.67
d02f9412-a7b4-400d-9825-6a6aa5586ed8,ACC3214,2024-12-26 08:18:39,31748.49,INR,debit,Swiggy,Investment,ATM Withdrawal,58577.58
9a0e0492-9447-4cf1-a3b0-0a4d6ce56ec2,ACC4058,2025-05-22 01:55:44,45947.69,INR,credit,N/A,Income,POS Purchase,101483.11
705a6a12-adca-4170-9ff9-be7e84227384,ACC3624,2023-11-23 03:11:12,23426.64,INR,debit,Flipkart,Health,IMPS Transfer,98677.98
008ba153-66db-44bb-8514-d6d02370efe7,ACC4528,2024-11-14 00:55:19,21877.76,INR,credit,N/A,Income,POS Purchase,58140.56
499896ac-0ac7-4afa-9c41-6f32ae90ae18,ACC9785,2025-03-28 10:33:21,24090.8,INR,debit,Uber,Entertainment,Refund,149795.58
9a653b92-de78-4ee5-8f4f-b6493179fd82,ACC8793,2023-06-02 03:03:24,48581.44,INR,credit,N/A,Income,Salary Credit,73972.32
440d7cc5-6544-41ab-ad3e-442f085878bb,ACC9427,2024-12-29 15:13:48,34934.47,INR,credit,N/A,Income,Refund,40231.82
7244a2bb-36f8-4b1d-bea4-c807d0994ec0,ACC9525,2023-01-18 17:00:36,22294.93,INR,credit,N/A,Income,Bill Payment,114383.85
e66b4996-9263-444d-b56f-e29d582ce06c,ACC3330,2024-12-02 16:01:23,4355.56,INR,credit,N/A,Income,IMPS Transfer,17251.36
c72c192d-14a1-4f8e-94fc-c42a9c1235f9,ACC9793,2023-01-30 12:53:30,32754.4,INR,credit,N/A,Income,NEFT Transfer,55385.15
cc5732d4-d6a5-46e2-9800-e4a9b5fff0a8,ACC8733,2023-05-26 02:08:45,4233.89,INR,credit,N/A,Income,ATM Withdrawal,159727.28
cf2bc419-59a2-4539-8fd9-d524973e9397,ACC5028,2023-09-24 19:15:09,22672.7,INR,credit,N/A,Income,ATM Withdrawal,116764.47
32a5cb02-5c3f-420c-9b54-fc80a25ed189,ACC3236,2023-02-18 13:55:21,38893.88,INR,credit,N/A,Income,Refund,108764.72
12ae0568-1351-43b8-be2c-9096d1f24846,ACC3242,2023-12-27 12:51:37,46521.37,INR,credit,N/A,Income,POS Purchase,43069.98
690671c0-aa75-475e-aea7-c24bebb77bdd,ACC6447,2023-12-15 00:13:16,43228.02,INR,credit,N/A,Income,ATM Withdrawal,50518.76
172eb380-301e-4d81-9a6e-e86c0a3dac7d,ACC5596,2025-07-24 11:36:06,6406.25,INR,credit,N/A,Income,Salary Credit,136682.84
4cf535c2-d30a-4d61-892c-1332cf8da988,ACC6783,2024-07-31 17:54:09,41342.09,INR,credit,N/A,Income,Salary Credit,77781.38
23f70527-513c-4e08-897c-fadb365bd84b,ACC5399,2023-12-22 01:10:39,48621.96,INR,debit,Uber,Shopping,Refund,126008.73
43317a95-c219-461e-9cde-085f33ee3c0d,ACC6208,2023-05-15 00:55:13,47641.34,INR,debit,Paytm,Health,UPI Payment,118567.79
c537086f-6644-45f7-bb99-de1e4bb1a1d4,ACC4797,2024-06-27 01:38:09,49730.61,INR,credit,N/A,Income,NEFT Transfer,189997.71
92afa49e-3420-4165-ba3c-4ed5f84fe344,ACC9362,2025-07-14 20:38:25,19596.25,INR,credit,N/A,Income,Refund,40347.44
33852f8f-d9eb-4a8c-b441-e22803616343,ACC3505,2023-01-23 21:27:16,27617.31,INR,debit,Uber,Groceries,POS Purchase,14733.13
3802247c-5c5c-410c-8260-ece84ba0c650,ACC6859,2023-05-01 18:03:26,46677.52,INR,credit,N/A,Income,Refund,15335.92
603143fa-89f1-4cc5-b4d3-d406f94af198,ACC4752,2023-03-11 14:26:44,38557.59,INR,debit,Uber,Bills,POS Purchase,63699.4
4abefd6c-cc29-412d-be14-e710a45f7b63,ACC9987,2024-12-27 09:14:11,6093.23,INR,debit,Amazon,Groceries,ATM Withdrawal,40251.15
7107e24a-d6a5-481a-b9ac-22c265688709,ACC4155,2024-08-19 04:58:07,70.02,INR,debit,Swiggy,Shopping,IMPS Transfer,146401.8
65643ca7-3357-468b-abe5-4eea03dd89e1,ACC2980,2024-09-18 01:05:59,21143.71,INR,debit,Uber,Food,ATM Withdrawal,23198.77
a0a1cccf-b0d4-45d2-92ef-a311c21a731d,ACC9831,2023-06-02 23:39:35,29532.95,INR,debit,Zomato,Shopping,Bill Payment,140679.75
ea965700-dcce-4f53-8d04-73d784a8cb85,ACC2087,2024-05-12 00:57:51,21052.9,INR,debit,PhonePe,Travel,Refund,104177.28
32d4d517-9711-47af-ac18-f58b5f5fa08c,ACC8260,2023-11-18 18:30:18,39382.58,INR,credit,N/A,Income,Bill Payment,63531.3
78579bee-4ad6-48bc-812b-fbc6842da5d0,ACC7448,2023-07-04 17:02:28,22282.21,INR,credit,N/A,Income,UPI Payment,3265.96
7d685511-a5e8-4759-9d03-e3911f7872e7,ACC9342,2023-03-08 09:36:53,12121.8,INR,debit,BigBazaar,Groceries,Bill Payment,133182.99
839e2dcc-d734-4ca5-98ae-76621b086aaa,ACC5822,2023-06-20 20:48:32,12779.41,INR,debit,Swiggy,Shopping,ATM Withdrawal,40316.9
94794520-99a3-4cd9-8baf-d08e0dd4ad4d,ACC6474,2023-12-11 19:19:40,20199.1,INR,debit,Amazon,Bills,ATM Withdrawal,64652.56
70283b47-da84-4759-9a3c-7246e4d3c9d6,ACC6593,2024-03-30 01:36:01,8589.02,INR,credit,N/A,Income,IMPS Transfer,52912.6
55297c6f-9a30-40bf-a673-b38f3e195db1,ACC2092,2025-05-10 01:21:32,42464.5,INR,credit,N/A,Income,IMPS Transfer,198306.89
f734021a-8cb4-4697-8a5c-d2083404b341,ACC1395,2023-04-14 00:58:37,45560.12,INR,credit,N/A,Income,Salary Credit,5128.79
acaf3a52-2af4-47e4-afb8-ac3c866deb91,ACC8856,2023-03-09 14:28:21,24964.64,INR,credit,N/A,Income,Salary Credit,141830.59
a395696d-4eb7-4d5c-a84d-b6fc43ffe201,ACC5174,2023-01-03 22:36:36,17947.52,INR,debit,BigBazaar,Groceries,Bill Payment,8470.5
21f6f176-87d8-4c13-bf31-cd2fa904ce77,ACC5286,2024-08-10 00:28:26,7776.15,INR,debit,Uber,Travel,Bill Payment,110267.86
f0138e12-ba80-41a4-b064-de25400b4e60,ACC5459,2025-06-17 22:14:33,14678.59,INR,debit,Paytm,Health,NEFT Transfer,52824.43
504eb7ec-1d10-4d9f-9538-c0d0d1cb5ea2,ACC4316,2025-06-23 13:22:55,34170.33,INR,credit,N/A,Income,Salary Credit,17610.3
43638285-b2ea-4123-922a-f1e91ac87d12,ACC6157,2024-12-23 11:53:50,6972.3,INR,debit,Paytm,Investment,ATM Withdrawal,21809.96
708f4344-fc57-407c-82c4-55099902061c,ACC9717,2025-04-23 02:29:22,37358.52,INR,debit,IRCTC,Investment,Bill Payment,159997.58
157cffe2-2d5f-4402-bfd3-fe1ebbb7524f,ACC3879,2025-01-22 13:43:04,49555.76,INR,credit,N/A,Income,NEFT Transfer,183956.02
153eed9b-3539-4875-922f-bfc2a0f6bfac,ACC4517,2023-08-31 01:04:23,28963.62,INR,debit,Flipkart,Shopping,Salary Credit,17878.86
5fd25943-ca33-45d9-8f76-a1206614e14f,ACC8353,2024-08-28 05:06:18,28154.41,INR,debit,BigBazaar,Shopping,ATM Withdrawal,93331.9
9773412f-fca3-4e28-bb66-cd253b4ba4be,ACC9715,2025-02-22 14:12:36,24329.75,INR,credit,N/A,Income,Bill Payment,61968.88
fd9144ff-99bf-4ecd-bc88-c5e91197a166,ACC4024,2025-05-29 14:39:59,41090.48,INR,credit,N/A,Income,UPI Payment,184547.59
9eb95a63-8ca7-4324-a9fb-a00293723c9b,ACC5618,2024-10-20 19:48:05,3241.08,INR,debit,Ola,Health,Bill Payment,65144.14
3671f2ad-be6b-40fa-a528-306d03bb525b,ACC9598,2025-07-10 21:35:35,46000.14,INR,credit,N/A,Income,Salary Credit,187278.94
13677ba0-3c87-4124-9853-4fe9aa1aea9f,ACC9682,2025-05-07 20:02:15,41066.93,INR,debit,Paytm,Health,UPI Payment,94037.4
1cc4cf45-d145-4a45-9a11-55478af62298,ACC1179,2023-10-22 10:17:20,1469.44,INR,credit,N/A,Income,Refund,141256.71
0ffe1bfb-edc6-4a35-90df-fafcd788018c,ACC3082,2024-05-28 13:24:26,6806.39,INR,debit,Paytm,Groceries,ATM Withdrawal,46667.41
c16b7982-4f40-432f-adb0-07e2c22d3964,ACC6385,2024-02-17 15:53:24,13416.15,INR,credit,N/A,Income,Bill Payment,103987.14
a2517366-e85e-48bf-801f-efc32bed9664,ACC9158,2023-05-07 01:05:19,16288.66,INR,credit,N/A,Income,Refund,140577.97
33d666e7-69de-4a9b-89b5-611457925299,ACC5172,2023-10-27 07:53:18,10031.99,INR,credit,N/A,Income,ATM Withdrawal,47442.57
4a392305-68da-4f70-b4ae-92a8a280c598,ACC8239,2023-05-01 11:37:20,36075.67,INR,debit,Flipkart,Bills,Refund,94654.85
4af4b08d-9626-4f52-9cb7-f15b25b167ca,ACC5067,2025-07-27 16:57:05,44298.71,INR,debit,Paytm,Shopping,Salary Credit,162255.55
37cbea84-f0ec-4e4c-8129-0198bde563d7,ACC7723,2023-10-20 20:45:25,4236.51,INR,debit,Flipkart,Entertainment,Refund,80015.41
f91aefbd-871d-4314-8ee5-77f8c931dded,ACC1977,2025-05-18 21:58:31,45614.06,INR,credit,N/A,Income,NEFT Transfer,129570.4
d7e005ea-4bb4-4050-bc0b-c85173b26c67,ACC1377,2025-08-14 10:27:54,46390.58,INR,credit,N/A,Income,POS Purchase,15369.1
9a8b245e-ea6d-4b56-9752-b47563741019,ACC8925,2023-07-04 17:52:45,18711.97,INR,debit,Paytm,Entertainment,Bill Payment,116279.34
c2be0a60-7c32-48ed-ac9f-c4477ab94b3a,ACC3384,2024-10-19 07:00:49,31723.67,INR,debit,Uber,Travel,Salary Credit,159211.9
d914f0e7-9db4-4009-935f-508b23ee6e8e,ACC9972,2025-08-23 21:21:20,20380.24,INR,credit,N/A,Income,ATM Withdrawal,12310.37
bc9f6ce6-de94-47b7-a0eb-4637b41d7c5e,ACC6375,2023-03-31 14:07:38,22822.87,INR,credit,N/A,Income,Salary Credit,66292.45
34ed22d1-2bde-4919-a30e-bf3411ea6b38,ACC4525,2023-09-11 19:10:40,20580.7,INR,debit,Uber,Entertainment,IMPS Transfer,63113.25
8988eb3a-345d-4571-b007-66dd8596e9e7,ACC3291,2024-12-22 21:06:37,34977.7,INR,credit,N/A,Income,Bill Payment,180319.88
5d0bbdc7-d80a-4ed3-98d1-19d34d2206fc,ACC3751,2023-07-02 21:54:45,8613.98,INR,debit,Zomato,Entertainment,NEFT Transfer,186333.74
1befd7f8-f066-42dd-955f-56a97c93b19b,ACC4269,2024-09-09 10:02:29,30941.58,INR,credit,N/A,Income,POS Purchase,63635.35
b2dcfcc1-612d-4631-bbf9-be605ff351b0,ACC6332,2023-08-05 20:56:47,29307.39,INR,credit,N/A,Income,UPI Payment,197252.74
e3fc7583-0ca8-4c42-839c-e2eef3fb7a08,ACC8540,2024-05-18 15:17:30,9126.74,INR,credit,N/A,Income,UPI Payment,18948.63
e4e66b86-eba6-4c73-aa43-ce428f687a87,ACC1786,2024-01-09 00:42:55,26410.66,INR,debit,IRCTC,Groceries,Bill Payment,18099.61
44fe7526-c1da-47a4-8e0e-9d15e9c7eb6a,ACC7503,2025-04-02 13:17:16,23245.78,INR,debit,Amazon,Entertainment,Bill Payment,141559.99
